brand,customer_id,order_id,order_date,channel_id,ORDER_SUBTOTAL_BEFORE_DDDCT
SWI,4223399,45079149,2021-04-10,1,77.25
SWI,11103685,45088713,2021-04-10,1,77.25
SWI,27544186,45086311,2021-04-10,2,77.25
SWI,0,45074376,2021-04-10,11,77.25
SWI,5878846,45074470,2021-04-10,3,85.25
SWI,28029421,45082254,2021-04-10,1,32.75
SWI,28027504,45074557,2021-04-10,2,32.75
SWI,28028310,45077532,2021-04-10,3,36.75
SWI,14589529,45082604,2021-04-10,3,38.75
SWI,0,45088205,2021-04-10,11,38.75
SWI,12012461,45086801,2021-04-10,1,40.75
SWI,28028729,45079421,2021-04-10,1,40.75
SWI,28029950,45084585,2021-04-10,1,40.75
SWI,3068549,45081572,2021-04-10,2,40.75
SWI,0,45080236,2021-04-10,12,40.75
SWI,28029786,45084033,2021-04-10,1,42.75
SWI,4481701,45085693,2021-04-10,1,42.75
SWI,4172024,45083278,2021-04-10,3,42.75
SWI,0,45088058,2021-04-10,11,42.75
SWI,0,45075245,2021-04-10,12,42.75
SWI,14634351,45074746,2021-04-10,3,44.75
SWI,11044405,45088657,2021-04-10,3,44.75
SWI,13246547,45077784,2021-04-10,2,46.75
SWI,28030306,45086144,2021-04-10,2,48.75
SWI,28030303,45086761,2021-04-10,1,50.75
SWI,6417558,45086065,2021-04-10,2,50.75
SWI,28030742,45088385,2021-04-10,3,50.75
SWI,28030336,45086444,2021-04-10,3,50.75
SWI,0,45085121,2021-04-10,11,50.75
SWI,28028160,45077382,2021-04-10,1,52.75
SWI,27140280,45087972,2021-04-10,1,54.75
SWI,28027966,45076256,2021-04-10,1,54.75
SWI,15580159,45081764,2021-04-10,1,54.75
SWI,28027447,45074300,2021-04-10,1,54.75
SWI,27537853,45085166,2021-04-10,3,54.75
SWI,0,45082442,2021-04-10,11,54.75
SWI,28030553,45087342,2021-04-10,1,56.75
SWI,15537023,45077510,2021-04-10,3,56.75
SWI,11895847,45080626,2021-04-10,3,56.75
SWI,28027391,45074136,2021-04-10,1,58.75
SWI,28002678,45079192,2021-04-10,1,58.75
SWI,24820679,45080834,2021-04-10,2,58.75
SWI,3540877,45079028,2021-04-10,2,58.75
SWI,27728099,45087455,2021-04-10,2,62.75
SWI,0,45082462,2021-04-10,11,69.5
SWI,11041271,45077599,2021-04-10,2,65.75
SWI,28027880,45075980,2021-04-10,1,81.75
SWI,7048405,45073921,2021-04-10,2,25.5
SWI,2319581,45082434,2021-04-10,2,39.0
SWI,28028819,45079532,2021-04-10,1,55.0
SWI,3963050,45078851,2021-04-10,2,55.0
SWI,15495985,45075524,2021-04-10,3,61.0
SWI,0,45079585,2021-04-10,12,61.0
SWI,7068724,45081326,2021-04-10,2,74.0
SWI,0,45080752,2021-04-10,11,74.0
SWI,0,45085214,2021-04-10,11,82.0
SWI,10896595,45087865,2021-04-10,2,98.0
SWI,4055658,45082820,2021-04-10,1,132.0
SWI,8385744,45073896,2021-04-10,3,164.25
SWI,3013743,45084301,2021-04-10,2,66.25
SWI,28030405,45086772,2021-04-10,3,66.25
SWI,6028704,45079566,2021-04-10,1,74.25
SWI,7967240,45086714,2021-04-10,1,74.25
SWI,6188879,45081315,2021-04-10,3,74.25
SWI,11863553,45084590,2021-04-10,3,74.25
SWI,7061576,45078711,2021-04-10,2,78.25
SWI,4124256,45088025,2021-04-10,3,78.25
SWI,28029741,45083840,2021-04-10,1,82.25
SWI,3467690,45078801,2021-04-10,1,33.25
SWI,15525139,45074897,2021-04-10,2,33.25
SWI,10401413,45083130,2021-04-10,2,33.25
SWI,6400151,45083472,2021-04-10,2,35.25
SWI,28028745,45079184,2021-04-10,1,37.25
SWI,5005762,45076547,2021-04-10,3,37.25
SWI,0,45081233,2021-04-10,11,37.25
SWI,27732017,45076459,2021-04-10,1,39.25
SWI,28028610,45078690,2021-04-10,1,41.25
SWI,28028066,45076585,2021-04-10,1,41.25
SWI,26880385,45076598,2021-04-10,3,41.25
SWI,10217281,45078663,2021-04-10,1,43.25
SWI,7047871,45082163,2021-04-10,2,43.25
SWI,14672537,45084866,2021-04-10,2,43.25
SWI,3994938,45077311,2021-04-10,2,43.25
SWI,10912741,45088423,2021-04-10,3,43.25
SWI,15100193,45080751,2021-04-10,1,45.25
SWI,2881565,45085262,2021-04-10,1,45.25
SWI,14963133,45088142,2021-04-10,1,45.25
SWI,14742227,45078009,2021-04-10,1,45.25
SWI,4939696,45082891,2021-04-10,1,49.25
SWI,28031020,45089410,2021-04-10,1,49.25
SWI,15574531,45083586,2021-04-10,2,49.25
SWI,15011919,45079708,2021-04-10,3,49.25
SWI,11111911,45078939,2021-04-10,3,49.25
SWI,0,45085104,2021-04-10,11,49.25
SWI,6349583,45079854,2021-04-10,2,51.25
SWI,28029311,45081697,2021-04-10,1,55.25
SWI,27427396,45075782,2021-04-10,2,55.25
SWI,27724436,45078316,2021-04-10,3,55.25
SWI,28030668,45087837,2021-04-10,1,57.25
SWI,3940012,45082556,2021-04-10,2,57.25
SWI,28029957,45084633,2021-04-10,1,61.25
SWI,4480741,45079721,2021-04-10,1,61.25
SWI,2759155,45086924,2021-04-10,2,61.25
SWI,28030338,45086293,2021-04-10,2,61.25
SWI,28028431,45077897,2021-04-10,2,61.25
SWI,28030028,45085181,2021-04-10,3,61.25
SWI,3997057,45084624,2021-04-10,1,63.25
SWI,9627113,45075789,2021-04-10,1,63.25
SWI,28028333,45081094,2021-04-10,2,63.25
SWI,15394937,45077957,2021-04-10,3,63.25
SWI,0,45089397,2021-04-10,12,63.25
SWI,28030548,45087277,2021-04-10,1,74.5
SWI,28030174,45085588,2021-04-10,1,66.75
SWI,28028824,45079623,2021-04-10,1,66.75
SWI,5201658,45084433,2021-04-10,1,66.75
SWI,5068646,45081916,2021-04-10,2,70.75
SWI,5738045,45079040,2021-04-10,2,74.75
SWI,11558775,45081947,2021-04-10,1,82.75
SWI,0,45077871,2021-04-10,11,82.75
SWI,28023667,45075046,2021-04-10,3,18.75
SWI,0,45088797,2021-04-10,11,20.75
SWI,5269149,45085800,2021-04-10,2,23.75
SWI,17944919,45084663,2021-04-10,3,24.75
SWI,26123224,45081950,2021-04-10,1,25.75
SWI,4762264,45080485,2021-04-10,1,26.75
SWI,15662627,45075057,2021-04-10,3,26.75
SWI,28027317,45073881,2021-04-10,1,27.75
SWI,27774411,45075627,2021-04-10,3,27.75
SWI,0,45088032,2021-04-10,11,27.75
SWI,27695958,45083169,2021-04-10,2,28.75
SWI,11014847,45082726,2021-04-10,3,29.75
SWI,0,45089427,2021-04-10,12,29.75
SWI,27630513,45077220,2021-04-10,3,30.75
SWI,5599913,45077219,2021-04-10,2,31.75
SWI,4024252,45088597,2021-04-10,2,51.5
SWI,24921831,45075571,2021-04-10,3,59.5
SWI,12479529,45082376,2021-04-10,2,61.5
SWI,11348123,45081607,2021-04-10,1,63.5
SWI,14024631,45079194,2021-04-10,2,63.5
SWI,5314232,45086852,2021-04-10,2,79.0
SWI,28028606,45080769,2021-04-10,2,87.0
SWI,28027547,45074714,2021-04-10,1,99.0
SWI,28029613,45083107,2021-04-10,1,134.0
SWI,6680717,45079970,2021-04-10,1,67.25
SWI,3935096,45084299,2021-04-10,1,67.25
SWI,3602885,45084365,2021-04-10,1,67.25
SWI,15237987,45083014,2021-04-10,1,71.25
SWI,28027842,45075814,2021-04-10,1,71.25
SWI,28028009,45076428,2021-04-10,1,75.25
SWI,6264054,45085705,2021-04-10,1,75.25
SWI,28028039,45077063,2021-04-10,1,87.25
SWI,0,45088866,2021-04-10,11,119.25
SWI,2665930,45084851,2021-04-10,1,35.75
SWI,4563538,45088906,2021-04-10,2,35.75
SWI,0,45078855,2021-04-10,11,35.75
SWI,9060325,45082210,2021-04-10,1,37.75
SWI,3924872,45083134,2021-04-10,2,37.75
SWI,2786178,45082583,2021-04-10,3,37.75
SWI,10058823,45088846,2021-04-10,3,37.75
SWI,11049421,45082779,2021-04-10,1,39.75
SWI,3701176,45089493,2021-04-10,2,39.75
SWI,14360987,45082131,2021-04-10,3,39.75
SWI,5519680,45076304,2021-04-10,1,43.75
SWI,12776015,45087310,2021-04-10,3,43.75
SWI,0,45089509,2021-04-10,12,43.75
SWI,28029731,45083715,2021-04-10,1,45.75
SWI,28030456,45086782,2021-04-10,1,45.75
SWI,10923311,45078964,2021-04-10,1,45.75
SWI,10248863,45085726,2021-04-10,2,45.75
SWI,14958615,45085269,2021-04-10,1,47.75
SWI,3608750,45077369,2021-04-10,1,47.75
SWI,15306215,45082299,2021-04-10,2,47.75
SWI,0,45080803,2021-04-10,11,47.75
SWI,7844584,45080356,2021-04-10,1,49.75
SWI,15345565,45084815,2021-04-10,2,49.75
SWI,3519733,45078249,2021-04-10,1,51.75
SWI,27733842,45078397,2021-04-10,1,51.75
SWI,2688463,45080287,2021-04-10,1,51.75
SWI,3698430,45087156,2021-04-10,1,51.75
SWI,9449703,45086103,2021-04-10,2,51.75
SWI,6563084,45082305,2021-04-10,3,51.75
SWI,12406297,45087881,2021-04-10,3,51.75
SWI,28031007,45089349,2021-04-10,1,55.75
SWI,14429625,45085748,2021-04-10,2,55.75
SWI,6281905,45076420,2021-04-10,2,55.75
SWI,27387723,45087367,2021-04-10,2,57.75
SWI,9675109,45083412,2021-04-10,2,57.75
SWI,15736251,45078643,2021-04-10,3,57.75
SWI,6765871,45076453,2021-04-10,1,59.75
SWI,8779635,45079897,2021-04-10,2,59.75
SWI,4369083,45078708,2021-04-10,2,59.75
SWI,28027797,45075668,2021-04-10,3,59.75
SWI,5680220,45086858,2021-04-10,2,61.75
SWI,6272523,45081532,2021-04-10,1,63.75
SWI,28030602,45087459,2021-04-10,1,63.75
SWI,28028839,45079582,2021-04-10,2,63.75
SWI,11377583,45084238,2021-04-10,3,63.75
SWI,15006645,45084835,2021-04-10,2,67.5
SWI,28028095,45076958,2021-04-10,2,99.5
SWI,6688137,45074537,2021-04-10,2,67.75
SWI,15414063,45083359,2021-04-10,3,67.75
SWI,0,45076961,2021-04-10,11,67.75
SWI,28029250,45081610,2021-04-10,1,71.75
SWI,27664130,45083110,2021-04-10,1,87.75
SWI,15417817,45074109,2021-04-10,1,17.04
SWI,28027830,45075762,2021-04-10,1,17.04
SWI,28029554,45082943,2021-04-10,1,17.04
SWI,28028324,45077502,2021-04-10,1,17.04
SWI,5021502,45086133,2021-04-10,3,17.04
SWI,0,45089092,2021-04-10,11,17.04
SWI,3208728,45085237,2021-04-10,1,18.04
SWI,5106520,45075917,2021-04-10,3,18.04
SWI,27651039,45085290,2021-04-10,3,18.04
SWI,0,45085331,2021-04-10,11,20.04
SWI,28030502,45087044,2021-04-10,1,21.04
SWI,27960555,45077407,2021-04-10,1,21.04
SWI,14813991,45079336,2021-04-10,1,21.04
SWI,7521084,45079670,2021-04-10,3,21.04
SWI,10790365,45088429,2021-04-10,1,22.04
SWI,28030657,45087781,2021-04-10,1,22.04
SWI,0,45089037,2021-04-10,11,22.04
SWI,28028287,45077489,2021-04-10,2,23.04
SWI,6172832,45085227,2021-04-10,3,23.04
SWI,4248531,45079350,2021-04-10,2,24.04
SWI,2735003,45074969,2021-04-10,3,24.04
SWI,4959608,45074486,2021-04-10,3,24.04
SWI,3577531,45087563,2021-04-10,1,25.04
SWI,0,45086935,2021-04-10,11,25.04
SWI,0,45087683,2021-04-10,11,26.04
SWI,28028114,45076762,2021-04-10,1,28.04
SWI,10769653,45087494,2021-04-10,2,29.04
SWI,5291404,45076067,2021-04-10,2,32.08
SWI,16495443,45079102,2021-04-10,2,32.08
SWI,28027443,45074293,2021-04-10,3,32.08
SWI,0,45089330,2021-04-10,11,32.08
SWI,0,45081652,2021-04-10,11,32.08
SWI,28028567,45078427,2021-04-10,1,34.08
SWI,4336620,45078870,2021-04-10,1,34.08
SWI,14118557,45077319,2021-04-10,1,36.08
SWI,0,45089440,2021-04-10,11,36.08
SWI,28029938,45084578,2021-04-10,1,38.08
SWI,28028136,45076834,2021-04-10,1,38.08
SWI,11415699,45081137,2021-04-10,2,38.08
SWI,6670630,45084798,2021-04-10,2,38.08
SWI,27967351,45076313,2021-04-10,3,38.08
SWI,3271260,45088331,2021-04-10,1,40.08
SWI,12137511,45076075,2021-04-10,1,42.08
SWI,4778773,45084696,2021-04-10,1,42.08
SWI,4692081,45076218,2021-04-10,1,42.08
SWI,28030623,45087619,2021-04-10,1,42.08
SWI,14737783,45084039,2021-04-10,1,42.08
SWI,0,45085677,2021-04-10,11,42.08
SWI,5759140,45088352,2021-04-10,2,46.08
SWI,27652577,45074412,2021-04-10,3,46.08
SWI,10937329,45087712,2021-04-10,1,48.08
SWI,0,45075603,2021-04-10,11,50.08
SWI,0,45075913,2021-04-10,11,50.08
SWI,0,45079084,2021-04-10,11,52.08
SWI,0,45078084,2021-04-10,11,54.08
SWI,11524317,45087395,2021-04-10,3,58.08
SWI,27763909,45080405,2021-04-10,3,64.16
SWI,28028356,45077661,2021-04-10,3,64.16
SWI,28030343,45086406,2021-04-10,1,108.16
SWI,0,45075325,2021-04-10,11,248.32
SWI,0,45088541,2021-04-10,11,64.41
SWI,3745767,45076602,2021-04-10,3,104.41
SWI,6444241,45075237,2021-04-10,2,34.33
SWI,2259063,45079736,2021-04-10,3,34.33
SWI,2586231,45073930,2021-04-10,3,34.33
SWI,28027948,45076362,2021-04-10,2,36.33
SWI,14560665,45080222,2021-04-10,2,52.33
SWI,3984448,45089180,2021-04-10,2,54.33
SWI,4467001,45084349,2021-04-10,2,54.33
SWI,0,45080171,2021-04-10,11,54.33
SWI,12633935,45081328,2021-04-10,2,56.33
SWI,28028525,45078364,2021-04-10,1,60.33
SWI,15219897,45078842,2021-04-10,1,60.33
SWI,0,45089135,2021-04-10,11,60.33
SWI,28027736,45075399,2021-04-10,1,153.57
SWI,6773045,45074105,2021-04-10,1,92.91
SWI,28027388,45074133,2021-04-10,1,146.07
SWI,28028244,45077223,2021-04-10,1,16.29
SWI,2908614,45082935,2021-04-10,1,16.29
SWI,28030407,45086602,2021-04-10,1,16.29
SWI,13655177,45076710,2021-04-10,1,16.29
SWI,28027363,45074029,2021-04-10,1,16.29
SWI,12753247,45077700,2021-04-10,1,16.29
SWI,3204306,45074208,2021-04-10,1,16.29
SWI,5366940,45077316,2021-04-10,1,16.29
SWI,27339541,45080975,2021-04-10,1,16.29
SWI,13344279,45074561,2021-04-10,1,16.29
SWI,27958747,45083006,2021-04-10,1,16.29
SWI,2724103,45082198,2021-04-10,1,16.29
SWI,27961467,45087844,2021-04-10,2,16.29
SWI,3759750,45076854,2021-04-10,2,16.29
SWI,4845468,45085528,2021-04-10,2,16.29
SWI,27533228,45075403,2021-04-10,2,16.29
SWI,27767866,45086159,2021-04-10,2,16.29
SWI,15185929,45076540,2021-04-10,2,16.29
SWI,3317940,45082464,2021-04-10,2,16.29
SWI,5635365,45081644,2021-04-10,3,16.29
SWI,27930931,45081797,2021-04-10,3,16.29
SWI,10856015,45083624,2021-04-10,3,16.29
SWI,4237591,45084726,2021-04-10,1,18.29
SWI,11554561,45074822,2021-04-10,2,18.29
SWI,6806777,45080070,2021-04-10,3,18.29
SWI,28027557,45074751,2021-04-10,2,19.29
SWI,3721809,45087720,2021-04-10,1,20.29
SWI,28030331,45086243,2021-04-10,1,20.29
SWI,5609904,45076471,2021-04-10,2,20.29
SWI,0,45086059,2021-04-10,11,20.29
SWI,28029820,45084232,2021-04-10,1,21.29
SWI,28029949,45084623,2021-04-10,2,21.29
SWI,11561191,45075981,2021-04-10,3,21.29
SWI,0,45075763,2021-04-10,11,21.29
SWI,0,45089490,2021-04-10,12,21.29
SWI,0,45082048,2021-04-10,12,22.29
SWI,28028388,45077649,2021-04-10,1,23.29
SWI,4597590,45088830,2021-04-10,1,23.29
SWI,10230943,45086667,2021-04-10,1,23.29
SWI,26130162,45074261,2021-04-10,2,23.29
SWI,3713654,45083860,2021-04-10,2,23.29
SWI,15509691,45078019,2021-04-10,2,23.29
SWI,26134203,45081946,2021-04-10,3,23.29
SWI,0,45088080,2021-04-10,11,23.29
SWI,0,45088384,2021-04-10,11,23.29
SWI,4854516,45081463,2021-04-10,3,24.29
SWI,0,45088001,2021-04-10,11,24.29
SWI,28027380,45074113,2021-04-10,1,25.29
SWI,26939062,45082784,2021-04-10,3,26.29
SWI,0,45087946,2021-04-10,11,26.29
SWI,15378649,45085623,2021-04-10,1,28.29
SWI,28030571,45087490,2021-04-10,3,28.29
SWI,7269005,45075884,2021-04-10,3,28.29
SWI,7890778,45081616,2021-04-10,3,28.29
SWI,6516793,45076968,2021-04-10,3,28.29
SWI,6386878,45083848,2021-04-10,2,29.29
SWI,0,45074894,2021-04-10,12,29.29
SWI,28028325,45077503,2021-04-10,1,30.29
SWI,15162523,45075805,2021-04-10,1,30.29
SWI,27897340,45074507,2021-04-10,2,30.29
SWI,10626595,45076980,2021-04-10,2,30.29
SWI,12933883,45081196,2021-04-10,1,32.58
SWI,28028234,45077216,2021-04-10,1,32.58
SWI,28027368,45074043,2021-04-10,1,32.58
SWI,28030764,45088200,2021-04-10,1,32.58
SWI,27838769,45083387,2021-04-10,1,32.58
SWI,28030479,45086895,2021-04-10,1,32.58
SWI,27991197,45087558,2021-04-10,2,32.58
SWI,3572871,45083760,2021-04-10,2,32.58
SWI,27840473,45077149,2021-04-10,2,32.58
SWI,3761268,45084563,2021-04-10,2,32.58
SWI,12801121,45089315,2021-04-10,2,32.58
SWI,13300923,45080333,2021-04-10,3,32.58
SWI,27691191,45076689,2021-04-10,3,32.58
SWI,2259700,45084807,2021-04-10,3,32.58
SWI,14866603,45077977,2021-04-10,3,32.58
SWI,5915544,45084145,2021-04-10,3,32.58
SWI,10125011,45074452,2021-04-10,1,34.58
SWI,27965049,45087669,2021-04-10,3,34.58
SWI,16436829,45078241,2021-04-10,3,34.58
SWI,27544652,45088349,2021-04-10,3,34.58
SWI,0,45080462,2021-04-10,11,34.58
SWI,0,45087719,2021-04-10,11,34.58
SWI,0,45081921,2021-04-10,11,34.58
SWI,4763818,45076456,2021-04-10,1,36.58
SWI,28030968,45089176,2021-04-10,1,36.58
SWI,28029343,45081954,2021-04-10,1,36.58
SWI,3316507,45078378,2021-04-10,1,36.58
SWI,3586611,45080695,2021-04-10,1,36.58
SWI,28027465,45074409,2021-04-10,1,36.58
SWI,28030811,45088468,2021-04-10,1,36.58
SWI,14649463,45082695,2021-04-10,2,36.58
SWI,12025329,45075598,2021-04-10,3,36.58
SWI,3920428,45077067,2021-04-10,1,38.58
SWI,14653605,45083733,2021-04-10,1,38.58
SWI,5779272,45085305,2021-04-10,1,38.58
SWI,27385246,45088648,2021-04-10,2,38.58
SWI,14961429,45084722,2021-04-10,3,38.58
SWI,27635160,45086335,2021-04-10,3,38.58
SWI,8459480,45079136,2021-04-10,3,38.58
SWI,28028090,45076735,2021-04-10,3,38.58
SWI,0,45087442,2021-04-10,11,38.58
SWI,6033712,45084441,2021-04-10,1,40.58
SWI,4081303,45086615,2021-04-10,2,40.58
SWI,12960013,45084428,2021-04-10,2,40.58
SWI,11935121,45084250,2021-04-10,2,40.58
SWI,27917997,45081955,2021-04-10,3,40.58
SWI,28028599,45078725,2021-04-10,1,42.58
SWI,6866792,45075654,2021-04-10,1,42.58
SWI,3798146,45086735,2021-04-10,2,42.58
SWI,0,45089154,2021-04-10,11,48.58
SWI,0,45089392,2021-04-10,11,50.58
SWI,0,45087740,2021-04-10,11,50.58
SWI,0,45086120,2021-04-10,11,50.58
SWI,0,45084060,2021-04-10,11,65.16
SWI,0,45089190,2021-04-10,11,93.16
SWI,28027550,45074786,2021-04-10,3,97.16
SWI,13050419,45087316,2021-04-10,1,101.16
SWI,4839455,45089276,2021-04-10,1,69.41
SWI,0,45083454,2021-04-10,12,85.41
SWI,9970191,45078927,2021-04-10,1,93.41
SWI,28029077,45081199,2021-04-10,2,97.41
SWI,10687401,45080388,2021-04-10,2,121.41
SWI,15208201,45079974,2021-04-10,3,32.83
SWI,28028583,45078558,2021-04-10,1,36.83
SWI,15186301,45081392,2021-04-10,2,38.83
SWI,3205869,45082080,2021-04-10,3,42.83
SWI,28028823,45079692,2021-04-10,3,48.83
SWI,0,45086690,2021-04-10,11,48.83
SWI,28030720,45088065,2021-04-10,1,54.83
SWI,4073918,45084741,2021-04-10,2,54.83
SWI,28027856,45075839,2021-04-10,1,56.83
SWI,6153969,45079182,2021-04-10,3,56.83
SWI,0,45085760,2021-04-10,11,58.83
SWI,14030829,45087976,2021-04-10,3,60.83
SWI,3007239,45085796,2021-04-10,1,62.83
SWI,3501776,45081696,2021-04-10,1,65.66
SWI,11137641,45073978,2021-04-10,3,171.57
SWI,28028479,45078125,2021-04-10,1,93.91
SWI,4345737,45084062,2021-04-10,2,12.27
SWI,11447209,45077765,2021-04-10,3,13.77
SWI,3722249,45084634,2021-04-10,3,14.27
SWI,0,45085684,2021-04-10,12,14.27
SWI,4103942,45079331,2021-04-10,1,14.77
SWI,8524236,45075580,2021-04-10,3,14.77
SWI,15371605,45076061,2021-04-10,3,14.77
SWI,8698758,45079111,2021-04-10,3,14.77
SWI,5691423,45086495,2021-04-10,3,15.27
SWI,16489963,45077364,2021-04-10,3,15.27
SWI,12745555,45088046,2021-04-10,1,15.77
SWI,6790745,45079077,2021-04-10,1,15.77
SWI,28028204,45077085,2021-04-10,3,15.77
SWI,12345485,45085287,2021-04-10,2,18.54
SWI,8424082,45077103,2021-04-10,3,18.54
SWI,28030059,45085089,2021-04-10,1,19.54
SWI,5772072,45078133,2021-04-10,1,19.54
SWI,27833118,45085532,2021-04-10,1,19.54
SWI,5566232,45084879,2021-04-10,1,19.54
SWI,2570144,45081071,2021-04-10,1,19.54
SWI,8628766,45075264,2021-04-10,1,19.54
SWI,12140585,45080939,2021-04-10,1,19.54
SWI,28030659,45087790,2021-04-10,1,19.54
SWI,3159520,45078137,2021-04-10,1,19.54
SWI,28029666,45083416,2021-04-10,2,19.54
SWI,14564271,45086303,2021-04-10,2,19.54
SWI,27712298,45078965,2021-04-10,2,19.54
SWI,12464085,45089070,2021-04-10,3,19.54
SWI,27957333,45087961,2021-04-10,3,19.54
SWI,14727469,45080069,2021-04-10,3,19.54
SWI,6012659,45073621,2021-04-10,3,19.54
SWI,6732293,45088137,2021-04-10,3,19.54
SWI,14829243,45075542,2021-04-10,3,19.54
SWI,6660294,45074125,2021-04-10,3,19.54
SWI,2635866,45077267,2021-04-10,3,19.54
SWI,8687606,45083882,2021-04-10,3,19.54
SWI,5492675,45075708,2021-04-10,3,19.54
SWI,4108474,45080658,2021-04-10,1,20.54
